,Brand Name,OS,Ram Type,RAM,Processor,GPU,Warranty,ScreenSize,DISK SIZE,Price
480,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,256,36990.0
481,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,512,39990.0
482,ASUS,Windows,Others,16,Intel,Others,1,14.0,512,95990.0
483,DELL,Windows,DDR4,8,AMD,AMD,1,,512,41600.0
484,DELL,Windows,DDR4,16,Intel,Others,1,15.6,512,67224.0
485,ASUS,Windows,DDR4,8,Intel,Others,1,,512,61986.0
486,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,196990.0
487,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,38705.0
488,ASUS,Windows,DDR4,4,Intel,Others,1,14.0,1024,61249.0
489,HP,Windows,DDR4,8,AMD,AMD,1,15.6,256,38999.0
490,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,85990.0
491,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,35590.0
492,Lenovo,Windows,DDR4,4,Intel,Others,1,,256,31990.0
493,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,256,37990.0
494,ASUS,Windows,DDR4,4,Intel,Intel,1,,128,29980.0
495,ASUS,Windows,DDR4,8,Intel,Others,1,,512,46990.0
496,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,150990.0
497,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,512,73490.0
498,Infinix,Windows,Others,8,Intel,Others,1,14.0,512,37990.0
499,Infinix,Windows,Others,8,Intel,Others,1,,512,36990.0
500,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,512,39990.0
501,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,194990.0
502,acer,Windows,DDR4,8,AMD,Others,1,15.6,1024,61490.0
503,HP,Windows,DDR4,16,AMD,Others,1,15.6,1024,109990.0
504,HP,Windows,DDR4,8,AMD,AMD,1,,512,54990.0
505,Lenovo,Windows,DDR4,8,AMD,AMD,2,14.0,512,50990.0
506,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,256,36990.0
507,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,512,39990.0
508,MSI,Windows,DDR4,8,Intel,Others,2,15.6,1024,62190.0
509,ASUS,Others,Others,4,Intel,Others,1,15.6,128,24390.0
510,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,196990.0
511,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,38705.0
512,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,1024,36990.0
513,HP,Windows,DDR4,16,AMD,Others,1,15.6,1024,159990.0
514,ASUS,Windows,DDR4,4,Intel,Others,1,,256,34490.0
515,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,512,99990.0
516,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,85990.0
517,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,35590.0
518,ASUS,Windows,Others,8,Intel,Others,1,,512,79990.0
519,Infinix,Windows,Others,4,Intel,Intel,1,14.0,128,20990.0
520,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,150990.0
521,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,512,39990.0
522,HP,Windows,DDR4,8,Intel,Others,1,15.6,1024,41490.0
523,DELL,Windows,DDR5,16,AMD,Others,1,,1024,206581.0
524,ASUS,Windows,DDR4,8,AMD,Others,1,15.6,512,59990.0
525,acer,Windows,DDR4,16,Intel,Others,1,,512,62990.0
526,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,194990.0
527,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,512,44990.0
528,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,194990.0
529,ASUS,Windows,DDR4,8,AMD,Others,1,15.6,1024,62990.0
530,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,512,39990.0
531,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,196990.0
532,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,512,61990.0
533,ASUS,Windows,DDR5,16,AMD,Others,1,,1024,105990.0
534,acer,Windows,DDR5,16,Intel,Others,1,,1024,155490.0
535,Others,Windows,Others,4,Intel,Intel,1,14.0,128,19990.0
536,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,38705.0
537,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,85990.0
538,Lenovo,Windows,DDR4,4,Intel,Others,1,15.6,1024,33499.0
539,Infinix,Windows,Others,8,Intel,Others,1,,512,42990.0
540,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,35590.0
541,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,150990.0
542,HP,Windows,DDR4,8,Intel,Others,1,15.6,512,63990.0
543,acer,Windows,DDR4,16,Intel,Others,1,,1024,124990.0
544,ASUS,Windows,DDR4,4,Intel,Others,1,,128,21990.0
545,Lenovo,Windows,DDR4,4,Intel,Intel,1,14.0,256,30100.0
546,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,256,36990.0
547,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,512,39990.0
548,HP,Windows,DDR5,32,Intel,Others,1,,1024,199990.0
549,acer,Windows,DDR4,8,Intel,Others,1,15.6,1024,61130.0
550,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,194990.0
551,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,512,44990.0
552,Lenovo,Windows,DDR4,8,Intel,Others,1,15.6,1024,40990.0
553,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,1024,75990.0
554,HP,Windows,DDR4,8,Intel,Others,1,15.6,512,46890.0
555,Lenovo,Windows,DDR4,8,Intel,Others,1,,256,37390.0
556,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,256,36990.0
557,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,512,39990.0
558,Lenovo,Windows,DDR4,16,Intel,Others,1,15.6,512,68490.0
559,ASUS,Windows,DDR4,4,Intel,Others,1,,128,19990.0
560,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,512,39990.0
561,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,196990.0
562,ASUS,Windows,DDR4,16,Intel,Others,1,14.0,512,89990.0
563,DELL,Windows,DDR4,8,Intel,Others,1,15.6,512,59790.0
564,MSI,Windows,DDR4,16,Intel,Others,2,,1024,125990.0
565,ASUS,Windows,DDR5,32,AMD,Others,1,,1024,249990.0
566,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,38705.0
567,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,85990.0
568,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,149990.0
569,DELL,Windows,DDR4,8,Intel,Intel,1,15.6,256,36990.0
570,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,35590.0
571,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,150990.0
572,ASUS,Windows,DDR4,16,Intel,Others,1,15.6,512,85990.0
573,HP,Windows,DDR4,8,AMD,AMD,1,14.0,512,60990.0
574,DELL,Windows,DDR5,8,Intel,Others,1,,512,87900.0
575,Lenovo,Windows,DDR4,4,AMD,Others,1,15.6,1024,27490.0
576,DELL,Windows,DDR4,8,Intel,Intel,1,15.6,256,36990.0
577,ASUS,Windows,DDR5,32,AMD,Others,1,,1024,249990.0
578,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,149990.0
579,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,512,39990.0
580,HP,Windows,DDR4,8,AMD,Others,1,14.0,1024,28999.0
581,DELL,Windows,DDR5,8,Intel,Others,1,,512,87900.0
582,acer,Windows,DDR4,16,Intel,Others,1,15.6,1024,117990.0
583,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,38705.0
584,ASUS,Windows,DDR4,16,Intel,Others,1,15.6,512,85990.0
585,DELL,Windows,DDR4,8,Intel,Others,1,,1024,61497.0
586,HP,Windows,DDR4,8,AMD,AMD,1,15.6,512,70400.0
587,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,196990.0
588,Lenovo,Windows,DDR4,16,Intel,Others,2,,512,69000.0
589,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,512,64490.0
590,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,149990.0
591,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,85990.0
592,HP,Windows,DDR5,8,AMD,AMD,1,,512,96579.0
593,DELL,Windows,DDR4,16,Intel,Others,1,15.6,512,101990.0
594,ASUS,Windows,DDR4,16,Intel,Others,1,14.0,512,89990.0
595,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,35590.0
596,HP,Windows,DDR5,8,AMD,AMD,1,,512,94990.0
597,MSI,Windows,DDR5,32,Intel,Others,2,15.6,1024,314990.0
598,DELL,Windows,DDR4,8,Intel,Others,2,15.6,1024,46900.0
599,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,150990.0
600,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,256,36990.0
601,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,512,39990.0
602,ASUS,Windows,DDR5,32,Intel,Others,1,,1024,331990.0
603,DELL,Windows,DDR5,16,Intel,Others,1,15.6,1024,116490.0
604,HP,Windows,DDR4,8,AMD,Others,1,15.6,512,64590.0
605,DELL,Windows,DDR5,16,Intel,Others,1,,1024,137990.0
606,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,512,39990.0
607,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,196990.0
608,DELL,Windows,DDR4,8,Intel,Others,1,14.0,512,55690.0
609,Lenovo,Windows,DDR4,16,Intel,Others,1,15.6,512,109990.0
610,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,38705.0
611,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,85990.0
612,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,1024,79990.0
613,ASUS,Windows,DDR4,16,AMD,Others,1,,1024,130500.0
614,ASUS,Windows,DDR5,32,AMD,Others,1,,1024,361990.0
615,ASUS,Windows,DDR5,16,AMD,Others,1,,1024,211990.0
616,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,35590.0
617,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,150990.0
618,DELL,Windows,DDR4,4,Intel,Others,1,15.6,256,39890.0
619,MSI,Windows,DDR4,16,Intel,Others,2,15.6,1024,139990.0
620,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,512,73490.0
621,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,194990.0
622,MSI,Windows,DDR4,16,Intel,Others,2,15.6,1024,99990.0
623,HP,Windows,DDR4,16,Intel,Others,1,14.0,512,66700.0
624,DELL,Windows,DDR4,8,Intel,Others,1,15.6,1024,68990.0
625,DELL,Windows,DDR4,32,Intel,Others,1,,1024,434830.0
626,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,256,36990.0
627,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,512,39990.0
628,DELL,Windows,DDR4,32,Intel,NVIDIA,1,15.6,1024,345390.0
629,HP,Windows,DDR4,16,Intel,Others,1,15.6,512,105822.0
630,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,512,39990.0
631,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,196990.0
632,Lenovo,Others,Others,4,Intel,Others,1,14.0,128,28490.0
633,Lenovo,Windows,DDR4,16,Intel,Others,1,,512,66990.0
634,acer,Windows,DDR4,8,Intel,Others,1,15.6,512,86999.0
635,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,256,36990.0
636,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,38705.0
637,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,85990.0
638,Lenovo,Windows,DDR4,4,Intel,Intel,1,,256,23250.0
639,DELL,Windows,DDR4,8,Intel,Others,1,14.0,256,42390.0
640,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,35590.0
641,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,150990.0
642,Lenovo,Windows,DDR4,8,Intel,Others,1,14.0,512,58990.0
643,ASUS,Windows,DDR4,16,Intel,NVIDIA,1,15.6,1024,110990.0
644,acer,Windows,DDR4,32,Intel,NVIDIA,1,15.6,1024,74590.0
645,DELL,Windows,DDR4,8,AMD,NVIDIA,1,15.6,512,71990.0
646,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,194990.0
647,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,512,44990.0
648,Lenovo,Windows,DDR4,16,Intel,Others,2,14.0,512,84990.0
649,ASUS,Windows,Others,16,AMD,Others,1,,1024,119990.0
650,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,256,36990.0
651,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,512,39990.0
652,MSI,Windows,DDR4,32,Intel,Others,2,15.6,1024,214990.0
653,MSI,Windows,DDR4,8,Intel,Others,1,14.0,512,48790.0
654,DELL,Windows,DDR4,16,AMD,AMD,1,15.6,512,76000.0
655,ASUS,Windows,Others,32,AMD,Others,1,,1024,224990.0
656,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,512,39990.0
657,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,196990.0
658,Infinix,Windows,Others,8,Intel,Others,1,,512,49990.0
659,ASUS,Windows,Others,16,Intel,Others,1,,512,164990.0
660,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,38705.0
661,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,85990.0
662,HP,Windows,DDR4,8,AMD,AMD,1,15.6,256,31490.0
663,DELL,Windows,DDR4,8,Intel,Others,1,,512,48077.0
664,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,154990.0
665,ASUS,Windows,DDR4,32,Intel,Others,1,15.6,1024,224990.0
666,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,35590.0
667,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,150990.0
668,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,1024,44990.0
669,ASUS,Windows,DDR4,8,Intel,Others,1,,512,65990.0
670,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,512,73490.0
671,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,194990.0
672,ASUS,Windows,DDR4,8,Intel,Others,1,14.0,1024,31990.0
673,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,256,38980.0
674,HP,Windows,DDR4,8,AMD,AMD,1,15.6,512,68990.0
675,DELL,Windows,DDR4,8,Intel,Others,1,15.6,256,43090.0
676,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,512,39990.0
677,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,512,39990.0
678,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,154990.0
679,ASUS,Windows,DDR4,8,Intel,Others,1,,512,65990.0
680,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,196990.0
681,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,38705.0
682,DELL,Windows,DDR4,8,Intel,Others,1,,512,49348.0
683,DELL,Windows,DDR5,16,Intel,Others,1,,512,221774.0
684,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,512,73990.0
685,DELL,Windows,DDR4,16,AMD,AMD,1,,512,77990.0
686,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,85990.0
687,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,35590.0
688,DELL,Windows,DDR4,16,Intel,NVIDIA,1,15.6,1024,214790.0
689,DELL,Windows,DDR4,16,Intel,NVIDIA,1,15.6,512,199990.0
690,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,150990.0
691,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,256,36990.0
692,DELL,Windows,DDR4,8,Intel,Others,1,,512,48077.0
693,DELL,Windows,DDR4,8,AMD,AMD,1,,512,52414.0
694,ASUS,Windows,DDR5,16,Intel,Others,1,,1024,179990.0
695,ASUS,Others,Others,4,Intel,Others,1,14.0,128,25990.0
696,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,256,36990.0
697,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,512,39990.0
698,DELL,Windows,DDR4,16,Intel,Others,1,14.0,512,80615.0
699,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,155990.0
700,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,512,39990.0
701,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,196990.0
702,Infinix,Windows,Others,16,Intel,Others,1,,512,49990.0
703,Lenovo,Windows,DDR4,16,Intel,Others,2,15.6,1024,157990.0
704,ASUS,Windows,DDR5,16,Intel,Others,1,15.6,512,92990.0
705,ASUS,Windows,DDR5,16,AMD,Others,1,,1024,171990.0
706,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,38705.0
707,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,85990.0
708,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,1024,44990.0
709,ASUS,Windows,Others,16,AMD,Others,1,,1024,151990.0
710,Lenovo,Windows,DDR4,8,AMD,AMD,2,,512,35590.0
711,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,1024,150990.0
712,ASUS,Windows,Others,16,Intel,Others,2,14.0,1024,233990.0
713,DELL,Windows,DDR5,16,Intel,Others,1,,512,76590.0
714,HP,Windows,DDR4,16,AMD,AMD,1,15.6,512,90000.0
715,ASUS,Others,Others,4,Intel,Others,1,14.0,128,23490.0
716,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,512,73490.0
717,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,1024,194990.0
718,ASUS,Windows,Others,16,Intel,Others,1,14.0,512,125990.0
719,Lenovo,Windows,DDR4,8,Intel,Others,1,15.6,1024,50990.0
